Apple ID,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1046,-2.5996,1.55356,-0.300748,-0.0573865,2.26118,-1.29158,-4.43408,good
1047,2.22223,-1.45801,-1.28635,1.47997,0.344612,-0.099295,1.50156,good
1048,-0.301201,-1.57481,0.391781,1.16051,-1.47941,0.480208,-0.591157,bad
1049,1.33004,-0.790755,-1.28355,3.53616,-5.81431,-2.07925,1.38741,bad
1050,-1.62385,-3.77212,-1.24128,3.85791,0.248019,-2.94042,-0.756159,good
1051,2.01995,-1.48637,-2.33194,-0.396323,0.0126279,-0.275645,0.019334,bad
1052,-1.97668,1.46337,-0.540582,-0.0104247,2.22222,-0.566456,-3.78084,good
1053,-1.15761,-1.2631,-1.68096,0.733119,0.18683,1.20039,-0.242992,bad
1054,1.51247,-3.0113,-1.71457,3.71648,3.47141,-2.31864,1.04844,good
1055,-0.407203,-1.17341,1.7362,1.51993,1.62925,0.0565977,-0.483889,good
1056,-0.504181,-1.49626,-3.32218,0.799113,0.38392,2.27824,0.991549,bad
1057,0.754979,-2.54022,-0.914931,2.15475,-1.78537,0.906782,-1.27265,bad
1058,-2.08593,1.274,-0.910669,1.51073,4.98886,-2.11224,-4.08574,good
1059,-1.41535,-2.33386,-1.91049,0.705609,0.752091,3.44224,-2.30415,bad
1060,-1.99641,1.14512,-0.822239,2.40796,3.78358,-1.12337,-1.51937,good
1061,-0.609625,-1.74773,0.94468,2.44803,-0.397478,1.17733,1.83775,good
1062,2.22331,-0.231449,-5.85357,2.01611,0.48677,5.02265,-4.86842,bad
1063,0.507344,0.598105,-3.30943,2.30268,0.307121,2.12906,1.93151,bad
1064,-0.536627,-0.392359,-0.599253,0.45353,0.793828,-0.225256,1.21718,bad
1065,-3.19377,2.13011,-0.247501,-2.62095,4.22631,4.59035,1.52911,bad
1066,0.265301,0.420143,-1.4084,2.47171,-0.617137,0.424931,1.23627,bad
1067,-1.3178,-0.962762,3.4392,2.16522,-0.762704,-1.98448,0.640409,bad
1068,0.967456,-0.68438,-0.39476,1.39421,0.678412,-1.84571,-0.429659,good
1069,-1.09019,0.376934,-2.7592,0.645653,3.19525,1.43518,0.859575,bad
1070,-1.23456,-1.11928,-1.30746,0.970482,-0.351438,2.78842,0.0328706,bad
1071,1.66887,-3.59243,-2.90786,1.59858,-0.849828,0.752075,-1.66021,good
1072,-1.33397,-2.2412,-0.754422,2.18807,-1.08846,-2.19326,-1.28885,good
1073,-0.124905,-2.29186,0.954403,1.01276,-0.67069,2.14755,-1.41902,good
1074,-3.64645,-0.239611,-0.306738,-0.662168,-1.19371,2.50441,-0.62538,bad
1075,0.721002,-4.1767,-1.53372,2.52465,0.407213,-0.95745,0.0606138,good
1076,-0.272869,0.791424,-0.0315856,1.65389,0.0419746,0.374244,2.26429,bad
1077,-0.500882,-2.06647,-1.49461,-0.0333152,3.39047,0.738248,3.23044,bad
1078,-1.37843,-1.09547,1.55284,2.13374,1.70641,-0.14061,-1.42972,good
1079,1.17525,-2.02345,-0.608436,2.11125,1.57969,-1.6045,2.06865,good
1080,0.849857,-2.72172,1.01004,4.37973,1.99834,1.54914,0.340347,good
1081,-2.22972,-0.00275525,-0.391043,3.11157,-1.02605,-3.98149,-2.98311,good
1082,-0.879373,-0.412429,2.14278,-0.246345,0.653081,0.298232,-0.549825,good
1083,1.08418,2.44884,-0.832398,-0.26102,-0.718777,-0.574947,-0.932228,good
1084,0.594408,-3.38068,-0.877824,0.332211,-0.773051,0.0421648,0.168699,good
1085,2.11131,-0.3637,-3.46299,-0.805192,1.54897,-0.238817,-0.711558,bad
1086,-0.670604,0.1202,0.362612,0.747604,0.777549,-2.26445,4.17939,bad
1087,-1.58384,-3.11319,-2.01675,0.832118,-0.852942,-0.62521,-0.758573,good
1088,-4.85272,-2.1637,0.0588053,0.269537,2.20664,3.33851,3.36461,bad
1089,-0.485196,-1.87784,-2.11387,1.76185,-1.61148,3.14898,-3.00029,bad
1090,-1.37802,1.90702,1.20276,-2.17723,-1.45081,1.13907,-1.6268,good
1091,1.28351,-1.1573,-5.24809,0.262143,4.14718,3.80748,-1.31035,bad
1092,-2.08304,-0.680602,-0.738887,2.1708,0.6195,1.86624,-0.467479,bad
1093,2.32244,-4.2795,-0.0975456,-1.53377,-4.07867,1.0109,-4.37222,bad
1094,-2.07296,0.296003,-1.83346,1.54568,0.502811,2.3989,0.960135,bad
1095,-1.32933,-0.88433,0.555108,-1.75729,-1.23174,2.76607,-1.48872,good
1096,-0.930772,-1.13029,1.21503,-0.592831,-1.57523,0.259948,-1.20066,bad
1097,1.69653,-0.941787,-0.00874654,2.53122,-1.16023,-1.00194,1.82053,good
1098,3.60223,-1.65756,-0.607624,2.03463,4.05621,-1.12944,4.12527,good
1099,2.58346,0.936205,-1.43134,3.42837,3.01391,-2.2698,1.81555,good
1100,-1.63913,0.0217005,-1.88506,-0.413211,0.0594719,1.73166,-1.43749,bad
1101,0.288723,-3.26904,1.79889,1.84731,0.293246,3.09294,2.21989,good
1102,-2.39808,-0.807957,1.91127,1.56691,0.0687393,0.137307,0.277447,bad
1103,-2.40289,-2.01997,-2.54068,0.670432,0.182995,2.84502,-3.53484,bad
1104,-0.494748,0.80419,0.324041,0.966439,-1.88319,-1.00323,1.26876,bad
1105,0.825969,-0.792048,-0.502043,-0.562489,0.721549,-0.0986174,2.83682,good
1106,2.0886,-2.4781,0.74434,1.94937,-0.0666064,2.45235,-1.42851,good
1107,-2.31737,2.50994,0.0747402,-0.425842,1.48998,-0.99954,-1.8736,good
1108,2.72865,-2.73893,-4.56921,3.42901,2.38808,0.534864,0.44576,good
1109,0.778994,-0.637064,0.730898,-0.0623574,1.01676,-1.47882,2.5489,good
1110,-5.97503,-0.829743,5.53886,2.01083,1.41567,-0.997706,5.41604,bad
1111,0.49992,-0.642337,-0.886357,-0.710935,-0.794483,0.0731868,-0.0218817,good
1112,1.92758,-0.0709948,-1.83778,1.70616,-2.19891,0.44322,-0.166238,good
1113,-1.38491,-2.29585,-1.56133,0.156975,3.61602,1.87715,1.87606,bad
1114,2.44958,1.37339,-0.222664,2.73606,-0.286664,-1.37786,2.35381,good
1115,-2.36115,-1.0568,-0.478046,-0.0225951,0.122593,2.11089,-1.56904,bad
1116,-1.57593,-1.18409,2.65174,-0.742934,-1.85114,1.99325,1.60228,good
1117,-4.49823,3.59869,-0.510058,-1.404,0.995026,-1.03517,-4.52503,good
1118,-0.155024,-1.90117,2.61514,1.09125,1.64263,0.378677,-1.70531,good
1119,-3.73062,0.733582,0.374006,1.03224,3.30998,-1.62015,-4.96991,good
1120,0.383249,0.379943,-2.24108,2.90053,4.19164,-2.85976,0.192863,good
1121,2.68788,-4.22082,-1.91556,1.83803,0.659536,0.193477,-1.21914,good
1122,-1.24091,-1.25802,-1.63756,0.486522,3.51519,1.66993,1.96329,bad
1123,-1.9753,0.148919,-2.06525,0.971762,1.00998,-1.99648,-1.31079,good
1124,-4.8444,-1.63511,1.93569,-1.31728,0.573537,1.53555,-3.41616,bad
1125,1.05796,0.248018,-1.8427,2.49755,1.08357,1.18973,1.70274,bad
1126,-0.0127676,-1.84303,0.336218,1.94601,0.272623,0.597073,-0.771769,bad
1127,-0.819889,-2.35346,2.60604,0.154991,1.29949,1.21161,-2.83089,good
1128,-1.02634,-0.0718906,-1.44802,-0.33352,1.67363,3.02259,-0.325437,bad
1129,-0.0201464,0.690642,-1.93056,1.77843,0.0244798,1.92613,-2.30592,bad
1130,1.20312,-1.88709,-2.55197,1.08027,3.49923,-0.427477,2.92877,good
1131,0.432694,-4.79289,0.86042,1.65836,-1.37283,-0.596495,-5.05659,bad
1132,1.53399,-3.79747,-0.63892,1.76102,-2.65444,0.764131,-2.40341,bad
1133,-1.19407,-1.70924,1.53127,0.915137,0.293435,0.0888324,-1.29414,bad
1134,-0.633936,-1.64372,-0.63528,1.42587,-2.04385,0.443625,-1.22799,bad
1135,2.77832,-0.401485,-2.26667,2.0921,2.56327,-0.756644,0.0986456,good
1136,-0.0137178,-0.116184,-0.86642,0.558549,0.380898,2.56454,-0.214724,good
1137,-1.38393,-0.930353,1.21182,0.166009,1.20346,0.746357,-0.761851,good
1138,-2.46914,-0.795279,1.93125,3.51326,-1.47026,1.32766,-1.19243,bad
1139,-1.23341,0.641039,0.936459,-0.551161,-1.8271,2.04733,-0.171433,good
1140,-0.0978176,-1.74979,0.105745,1.17335,-2.86732,0.487885,-0.364658,bad
1141,-2.37561,-1.04019,0.86726,1.09115,1.47316,1.43568,0.244739,bad
1142,0.773108,-3.64211,0.778035,-0.98916,4.43059,-1.72681,3.0506,good
1143,1.32812,-0.462699,-1.78406,0.334618,1.59962,1.02321,-1.74592,bad
1144,-1.21531,-0.988645,1.48423,1.11743,0.176302,0.973651,-0.255321,good
1145,1.68167,-1.7129,-1.28232,1.76874,0.0382975,-0.936566,2.82177,bad
1146,-4.12019,-1.74956,1.30536,1.1074,-0.195565,0.488467,4.21041,bad
1147,4.26439,-2.03846,-3.29264,2.14356,2.0243,1.16668,1.65777,good
1148,3.26362,-2.1202,-1.68795,1.53192,1.75837,0.0471352,0.776322,good
1149,1.07938,-1.35037,-0.914098,0.0443716,2.77897,-1.1618,2.00645,good
1150,1.81974,-1.17409,-2.77229,-0.0396362,-1.43785,1.64881,-1.0987,good
1151,-2.85233,-0.297597,2.19135,-0.621207,-1.75634,1.39084,0.716829,good
1152,1.25098,-4.18294,1.22543,0.361952,-3.25354,0.525503,-2.60312,bad
1153,-2.15483,-1.79359,-1.10218,-0.218417,-1.24525,2.20283,-2.61231,bad
1154,-0.874896,0.0118227,-0.537832,-0.586203,2.12716,-3.42637,6.13106,bad
1155,-2.77141,-1.08459,-1.72384,1.3824,0.189274,3.65469,0.308341,bad
1156,0.201485,-0.964008,-0.82737,1.02479,-2.59741,1.52553,0.864787,bad
1157,0.107725,1.73616,-0.756677,0.161797,-1.47747,1.7827,0.579767,good
1158,0.0243378,-2.21591,1.30957,1.56984,-2.79833,-1.29003,-1.2312,bad
1159,0.494946,-1.53767,-0.202695,1.30519,-1.37638,1.45128,0.825067,bad
1160,1.60127,-0.984489,0.529442,1.66076,-0.875868,0.767274,1.8954,bad
1161,-0.85442,0.216672,0.783628,-0.0939356,1.77885,-2.46949,2.54445,bad
1162,2.77967,-1.91336,-1.15809,1.89736,1.10911,-0.55788,0.801162,good
1163,-2.34426,-4.02897,0.283568,-0.518437,-0.543547,2.68718,-4.92196,bad
1164,-2.32064,-2.17068,0.367266,-0.145761,-0.912549,0.934792,-3.1284,bad
1165,-0.791567,-0.472793,1.08745,-1.48911,-1.46725,3.52059,2.13549,good
1166,-1.34661,-1.26277,0.383208,-0.219119,-2.54775,0.792741,-1.05217,bad
1167,-0.922407,-2.28755,2.11165,0.852656,0.456668,2.05795,1.5619,good
1168,3.9511,-0.0419571,-5.21688,-0.823365,1.58215,-0.824404,1.33804,bad
1169,0.661482,-0.17253,-1.29294,2.28701,-1.04562,-1.02666,0.461087,good
1170,-3.42702,-1.28888,-1.15108,0.0179092,-0.329816,3.94356,-1.14654,bad
1171,-2.17759,1.45974,1.83374,3.1192,-1.90602,-4.28131,1.68984,good
1172,-2.48018,-1.32874,0.882917,3.43289,0.627785,0.523801,2.03541,good
1173,0.829708,-1.06049,-4.08479,-1.22555,3.74048,2.82387,-1.9323,bad
1174,-2.43,-1.18176,-2.51968,-0.75367,-0.798758,3.1824,-2.76358,bad
1175,0.0875771,-0.274183,2.0166,-0.402175,4.10758,-3.34677,3.99148,good
1176,-0.910043,0.345996,1.56193,1.74713,0.390026,-0.386005,1.55237,bad
1177,-2.12339,-1.68908,2.82459,-1.33005,0.955951,0.772548,-4.12569,good
1178,1.43299,-2.72689,0.729771,2.16579,0.951947,2.92485,0.366164,good
1179,0.630583,1.49917,-2.00808,1.85758,-1.19289,-1.29994,1.01953,bad
1180,0.605335,-0.354982,-1.01471,0.604299,0.896362,1.78734,0.298524,bad
1181,0.867927,-3.13213,0.233071,1.26855,1.61314,-1.99474,1.10182,good
1182,2.35551,-2.57199,0.978477,1.90733,-0.742186,2.94143,-1.1382,good
1183,1.17659,2.57844,-1.92419,4.26968,-0.850471,-1.79906,0.583068,good
1184,-2.30377,1.87845,-0.446796,0.322724,1.17103,-0.821401,-2.67451,good
1185,-1.72289,-1.18318,-1.89024,-1.06036,1.84886,5.20161,-1.12185,bad
1186,0.849495,-0.231711,0.936646,-0.873355,2.42644,-1.88818,2.81035,good
1187,-0.894317,-0.988589,-0.37844,2.90581,-3.1181,1.26898,-0.584858,bad
1188,3.48991,-3.71002,-3.24449,2.48014,0.0615523,1.49473,-0.43604,good
1189,1.10258,-2.18971,-1.31849,1.90825,-3.67447,0.0956462,-1.16481,bad
1190,3.30526,-0.365828,-5.15042,-0.881562,4.5451,-0.283235,1.47226,bad
1191,-2.91843,-1.99624,-0.965562,1.03959,2.49859,2.75087,2.54542,bad
1192,1.9923,-1.20986,-3.08444,1.11477,-0.131167,0.804792,-1.07162,bad
1193,-1.02215,-2.65327,-0.914114,-0.112849,2.74026,1.20328,5.09835,bad
1194,-2.29967,-1.43838,0.532204,1.93477,-0.645954,0.215957,3.68302,bad
1195,-4.3234,-0.480859,3.11194,2.47199,-1.27993,-0.833376,5.52906,bad
1196,-0.420469,-1.27985,-0.294858,1.25545,0.0079143,2.21746,0.438023,bad
1197,-1.12698,1.05173,0.151849,-0.11075,2.06263,-1.20562,-5.04983,good
1198,1.85887,1.73386,0.158524,1.24501,-1.41117,-1.16129,0.83638,good
1199,1.03041,-0.383284,-0.315504,3.76526,-0.70765,-1.17669,1.63222,bad
1200,-3.52372,-2.08745,-1.24162,0.305847,-0.0816893,1.5711,-4.43898,bad
1201,2.63531,-2.32048,0.0114274,-1.64348,5.2692,-0.885596,2.96551,good
1202,-2.3365,-0.405097,1.36461,-0.800632,2.65724,-1.81202,3.88934,bad
1203,-1.32802,-3.50987,1.18019,1.84472,-2.36146,-0.453976,-3.13053,bad
1204,-1.42388,-1.86638,1.35755,1.83005,3.36087,-0.0723107,-2.37178,good
1205,-2.94681,2.16191,-2.60557,-0.964841,-0.0179827,3.26722,1.30423,bad
1206,1.65109,0.265407,-2.46842,0.170139,4.07871,0.413491,-1.13106,bad
1207,1.07899,1.7481,-0.467446,0.973976,-1.77285,-0.541927,1.22443,good
1208,2.81221,-1.69785,-0.118128,2.58668,-0.564402,1.57694,-0.744522,good
1209,-1.87053,-1.33599,0.27794,1.89951,2.50913,0.414079,0.244161,good
1210,-0.0166241,0.380198,-1.51094,1.75606,1.64646,2.25479,1.90674,bad
1211,-3.05986,-1.13309,2.58719,-0.501808,1.68701,0.536824,-1.39617,good
1212,-1.97328,-3.8305,5.61264,2.10176,2.53471,0.223946,1.64345,good
1213,-4.0816,-0.571112,2.91717,1.22712,0.490337,-0.498688,2.70959,bad
1214,0.0404724,-1.63322,0.315512,-0.601402,3.66447,-1.83172,3.40475,bad
1215,-3.77662,1.22456,-2.3853,1.19589,-0.389271,1.61504,0.149827,bad
1216,1.71843,-1.92021,-0.108802,1.29517,2.47361,-1.30785,3.63788,good
1217,-2.05969,-0.513076,-1.20369,-1.743,1.2561,2.74212,-2.5171,bad
1218,2.96096,-4.55005,-2.84014,1.50272,3.75741,0.128667,0.673819,good
1219,-0.901513,-1.11678,1.61678,-0.00337499,0.872162,1.61647,-0.213485,good
1220,-1.73171,-2.93246,-0.751454,-0.407008,0.649983,-1.15764,0.635916,good
1221,-1.38046,-0.521432,3.33571,0.143991,2.51375,-0.466679,-0.0305331,bad
1222,0.184782,-3.97066,3.0208,0.147701,0.0711981,2.99197,0.673505,good
1223,1.34868,-0.733837,1.38923,-0.467377,4.52372,-2.4261,3.61867,good
1224,0.142195,-2.81612,-3.16117,1.18767,-0.352905,0.261585,-2.5896,good
1225,-0.672325,-0.92996,1.39618,1.6792,0.345572,1.92774,1.43697,good
1226,1.91573,-0.437226,-1.95451,2.9374,-1.99859,-0.0041915,1.54399,bad
1227,-0.916952,-0.950612,-0.256108,0.484719,3.90278,-0.301517,1.89216,bad
1228,1.12784,-2.2901,-2.1219,3.13696,0.168732,-0.872946,0.364631,good
1229,0.694748,0.605128,-0.362321,1.88923,-0.550327,-1.13756,-0.533024,bad
1230,-0.0398473,-1.50639,-1.03718,2.1389,-0.595182,-1.29982,-2.73403,bad
1231,-1.74532,-2.97997,0.0932089,-0.842211,-0.801428,1.93039,-4.36948,bad
1232,-3.08603,-1.98563,-0.527286,0.978989,2.20503,1.29836,6.17199,bad
1233,-1.22242,-1.38961,-1.32268,1.73793,-2.17578,-0.0641828,-1.8267,bad
1234,-0.799313,-0.0278186,0.812348,1.7559,-0.785579,-0.924556,0.449868,bad
1235,0.57369,-0.240441,-4.03975,2.88948,-1.15524,1.70078,0.822412,bad
1236,0.585949,-1.27327,-2.4303,1.80479,-2.51394,0.562884,-1.07468,bad
1237,0.955259,-3.63816,-0.728257,0.326915,0.456008,-0.581193,-0.96969,good
1238,-2.60105,-1.69668,-4.18423,1.08564,-1.32678,2.32345,-4.36825,bad
1239,0.571189,-1.6709,-1.16268,2.19104,-3.08207,0.676342,0.270877,bad
1240,0.0254552,-1.54019,-0.710576,0.610699,2.31026,0.351229,0.671572,good
1241,0.699299,-0.565164,-1.66043,3.07614,0.284941,-1.61918,-0.0287965,good
1242,-1.66168,-2.0465,1.48518,-1.04729,-1.8142,0.318409,-2.77866,bad
1243,-0.276731,-2.27834,1.07335,1.1853,-2.92157,-1.26954,-0.0323056,good
1244,-2.13425,-4.31611,3.24381,1.28954,1.39281,1.4185,-0.393147,good
1245,0.457311,-3.74091,3.26417,3.42562,-3.96251,-2.85354,-1.00205,bad
1246,1.92004,-1.65898,-0.231718,0.953703,5.24697,-2.35115,2.81038,good
1247,-0.376061,-0.944398,-0.50521,0.504845,1.79934,-0.212706,0.624139,bad
1248,0.0145023,-3.91169,4.23548,-0.434869,0.0211952,2.60102,-1.29448,good
1249,-2.29931,-0.674636,0.805735,-0.0115546,2.18802,-2.03441,5.37343,bad
1250,0.846645,0.866249,0.454976,1.21459,0.76561,-2.12801,2.6671,good
1251,-0.989788,-2.00411,-0.191573,1.60639,-0.656044,1.41697,0.094211,bad
1252,-1.69157,-1.01461,-0.378873,0.986936,1.36992,0.746316,1.86963,bad
1253,1.97754,-1.43293,-3.76616,1.90369,0.919997,0.501795,-0.454868,good
1254,-1.87579,-1.54805,2.17416,2.34099,2.1494,-0.0602465,0.53701,good
1255,-1.08185,-0.947188,-2.29829,1.03895,0.809239,2.07701,-1.42278,bad
1256,1.71853,-1.71535,-2.59648,2.76686,-1.23437,1.65783,-0.476545,bad
1257,2.18655,-1.28782,-1.42986,2.63487,-4.21085,-2.80176,-1.21806,bad
1258,-0.0832503,1.302,-0.898785,2.0496,-0.783071,0.722671,-4.4961,bad
1259,1.35659,0.447687,-1.53045,0.0373693,-1.50698,2.68494,-3.53292,good
1260,-0.350768,2.51661,-3.49229,0.308696,0.166495,1.79672,-1.04607,good
1261,1.26852,0.161454,-2.57915,1.97897,0.842069,-0.609096,0.625346,good
1262,1.90382,-0.458505,-0.352037,-2.08843,4.74813,-0.799092,2.37795,good
1263,0.861259,-2.12922,-3.90938,0.0603372,1.42703,2.4277,-0.297336,bad
1264,-3.00299,0.326187,2.89686,1.36135,2.6678,-1.38938,-1.73778,good
1265,2.18634,-3.2937,1.58869,1.50551,3.9363,-3.00224,2.65754,good
1266,-2.01095,-1.42657,-2.33461,1.30238,0.142687,3.92296,0.0176947,bad
1267,-0.817709,-1.49304,-0.343388,1.58079,-0.307709,-0.143889,2.02384,bad
1268,-0.736699,-1.8781,-0.918754,1.22206,2.15716,-2.43249,-0.841695,good
1269,-1.94456,0.635648,-3.93091,0.158373,-1.25892,3.18164,-0.226509,bad
1270,-0.901585,-1.32037,2.42915,0.13071,0.810649,-0.136342,-0.931904,bad
1271,-3.78677,0.53181,-0.384474,-0.647376,0.0567361,0.723117,-1.63658,bad
1272,-2.21383,0.4983,1.21611,3.84969,-0.0134039,-4.85152,2.15344,good
1273,-0.484937,-1.15217,-1.85052,0.470778,2.27861,-0.084837,2.90994,bad
1274,-2.44131,0.394177,-1.31353,0.70661,3.52247,2.94663,0.172098,bad
1275,-2.51319,-0.999477,-1.39424,-0.222213,0.136868,2.89399,-1.78966,bad
1276,-1.21737,-0.611835,0.0351707,2.17363,2.7788,0.254821,2.69792,bad
1277,0.658433,-4.7079,3.75227,2.7194,1.21055,2.38251,2.00843,good
1278,-0.15444,0.842673,-1.567,-0.452675,-0.722142,0.352868,1.62279,good
1279,2.14,-4.76211,2.83057,0.964478,-0.337348,3.12396,-1.46601,good
1280,-0.660387,-1.10167,-1.40134,0.351719,2.04249,0.383163,3.38068,bad
1281,-0.782699,-2.63662,-2.19528,0.398296,-1.50289,1.09042,-4.57552,bad
1282,0.274733,0.923798,-1.62988,1.26594,-1.53737,-0.440889,0.03868,good
1283,2.59452,-4.53513,0.908736,5.55976,2.37453,2.39304,2.0307,good
1284,3.05089,-0.239951,-4.61917,-0.507197,1.61143,0.707382,-1.96406,bad
1285,-1.16983,-1.0544,-2.57127,-0.645488,-1.24591,0.89023,-3.80199,good
1286,0.0390041,-2.90312,-3.51341,1.22597,3.44289,4.49386,0.437557,bad
1287,-3.39055,-0.499184,1.3407,1.4661,1.97104,0.353401,2.2946,bad
1288,3.28362,-4.39859,-3.47119,1.1743,-0.683198,2.02659,-2.54985,good
1289,-0.0147013,-0.229602,-1.44688,0.232658,-0.477786,1.29936,-0.366087,bad
1290,-1.16263,-3.75761,1.44248,1.01987,-0.858454,2.21941,-1.69598,bad
1291,0.670874,-3.62154,2.7785,1.81776,1.16601,1.89506,0.323823,good
1292,-0.0120123,-0.238766,-1.90774,0.542722,0.144425,0.135983,-0.396177,bad
1293,-2.01166,-1.08307,-0.884585,-0.503275,1.82284,1.70365,0.28589,bad
1294,-1.69784,-1.79184,-1.33284,0.106406,0.585904,2.30183,-2.85691,bad
1295,-3.62373,-1.64489,3.32659,-0.0222128,0.692019,-0.195724,-2.17096,good
1296,-0.837545,-0.331565,-1.16122,2.86008,1.08028,0.594708,0.11295,good
1297,0.45241,-3.78323,2.45142,2.4153,0.51593,2.48461,1.76524,good
1298,-1.99417,0.288781,1.14554,1.17567,2.8134,-1.16771,-3.43667,good
1299,-1.90097,-2.56096,-3.74812,0.97878,-0.658643,2.99865,-4.19815,bad
1300,-1.23184,-1.39088,2.04583,0.262298,0.634314,1.48087,-2.51283,good
1301,4.12322,-1.65174,-0.554216,3.83887,-3.7484,-3.93112,-0.332838,bad
1302,-2.13475,0.939882,-4.2041,0.656406,-0.221759,3.0953,-0.0900211,bad
1303,-0.79392,-1.07742,-2.22739,0.892811,1.16375,1.83257,0.329233,bad
1304,0.167979,-1.88903,-0.22405,2.78183,1.46789,-2.79639,0.485986,good
1305,-4.77298,0.872815,4.00853,3.18373,-1.40238,-1.918,2.77145,bad
1306,-3.17841,-1.02202,0.75339,1.32317,-1.11825,0.701024,1.76218,bad
1307,-2.38888,0.781843,0.748193,-0.198102,0.930345,-0.628333,-1.83306,good
1308,-1.93171,-2.63143,0.854286,-0.248151,-3.76027,1.55153,-1.68097,bad
1309,-2.02731,-0.164734,1.38289,0.497752,0.962078,0.296426,0.0165853,good
1310,-0.0140431,-2.20508,-0.552343,0.805808,-1.71271,0.73539,-2.19234,bad
1311,-3.49379,1.05996,0.570133,-0.483623,3.3388,-0.600854,-1.56324,good
1312,1.52932,-1.15958,-2.958,2.10789,-2.58486,0.857279,-1.07447,good
1313,-2.23235,-3.12278,-0.0508814,1.84409,-1.60685,1.51464,-2.55601,bad
1314,-5.01591,-1.95026,3.21324,2.7781,0.83164,0.0397865,3.59719,bad
1315,-1.23406,-1.13976,0.631697,1.23094,0.727255,1.24731,-1.09795,good
1316,1.1037,-4.58648,3.40531,3.26974,0.208975,2.86931,4.3344,good
1317,3.01439,-4.78494,1.66816,2.51052,-1.16481,4.16772,2.0055,bad
1318,-2.91844,-1.02066,-1.72163,1.30994,-0.442592,5.0668,-1.02746,bad
1319,0.302594,-1.75776,-3.60149,0.629714,0.566145,2.89283,-1.48566,bad
1320,-0.647327,-0.644687,-0.690439,0.245216,2.86454,-0.865275,2.47467,bad
1321,-1.08962,-2.94222,0.0775178,1.54846,-1.71732,1.52259,-1.85217,bad
1322,-0.789395,-0.504417,0.457129,1.88286,1.16487,-0.0421129,0.903034,bad
1323,-0.243926,-1.60323,-1.05249,0.951397,1.63418,-1.73097,1.0418,good
1324,0.629957,0.855607,-1.27419,0.353619,0.396444,-0.204334,0.173639,bad
1325,-0.0829826,1.37366,-1.09174,-0.64055,0.976092,0.854332,-3.77645,good
1326,1.9218,0.541022,-3.65288,2.26816,-0.221901,0.909395,-0.822828,bad
1327,2.53651,-2.35283,-0.203899,0.651134,-1.20081,4.31872,0.582127,good
1328,1.09615,-0.615714,-5.55519,3.2174,-0.749668,2.27472,-0.200045,bad
1329,-0.0624788,-1.27162,-1.61419,4.55057,-2.92972,-1.3118,0.123584,bad
1330,0.640771,-0.811545,-2.54,1.62478,-1.64522,0.406578,-0.932557,bad
1331,0.400189,-2.28165,-2.34527,3.60187,-3.31373,0.169359,-1.07864,bad
1332,0.519096,0.493767,-4.35878,0.202791,0.263817,2.96769,-0.222751,bad
1333,-2.40774,-1.34506,-0.981458,1.39278,-3.09726,0.799045,-1.41363,bad
1334,-0.247332,0.114349,-1.10519,-0.275037,2.53129,-1.4356,1.43634,bad
1335,2.53719,-3.90769,-2.41093,2.58475,0.219218,0.455338,0.873308,good
1336,-0.750173,1.68757,0.184413,2.00764,0.808819,0.269191,1.12249,good
1337,1.03647,-1.12894,0.954493,-0.068611,-2.47379,3.76904,-0.466357,good
1338,-2.38535,-2.36724,-1.60053,1.85113,1.75938,1.50804,-3.87311,bad
1339,0.612499,-3.35327,-0.636006,1.03767,1.83808,-1.62985,-0.0889978,good
1340,0.86228,-1.64465,0.202496,1.09912,-0.81824,3.29014,-0.38155,good
1341,2.18163,-3.75599,0.0437708,0.0138516,4.85406,-0.718882,4.67363,good
1342,-0.257279,-0.00286069,-2.37034,-1.45497,1.52291,3.64591,-0.768587,bad
1343,-1.58126,0.391677,0.227473,-1.6004,-0.202283,2.06962,-2.0579,good
1344,-1.2983,-1.73114,-0.191271,1.33734,-2.27463,-1.74929,-3.32001,bad
1345,-1.43267,-1.69888,2.4207,0.884042,1.58918,0.217965,-0.600943,good
1346,1.83124,-1.39303,0.370077,0.658163,-2.30634,3.58956,0.923973,good
1347,0.580659,-0.231516,0.326244,1.83814,0.00256832,-1.22633,0.665209,bad
1348,1.24866,-1.05387,-3.04111,0.730238,0.839339,2.15367,-1.4947,bad
1349,1.0875,0.680041,-1.43357,0.757359,1.88267,-1.19423,1.40812,good
1350,-3.2605,-0.694014,1.34468,1.48181,-0.783524,1.11436,1.84172,bad
1351,2.00709,-1.51947,-2.64123,1.21619,-1.98874,0.998368,-0.576675,bad
1352,-2.80514,-1.25629,-1.20681,1.27233,-2.64802,1.27135,-1.42467,bad
1353,-2.34252,-0.0833503,0.18445,0.195609,1.51268,0.79357,-2.49632,good
1354,3.75467,-4.38521,-3.03213,1.19492,-0.390094,2.07576,-0.475461,good
1355,-0.87585,-2.29157,-0.461971,1.60255,0.310771,1.69188,-1.55934,bad
1356,2.9586,0.374302,-2.62036,-0.564812,-0.208029,1.95072,1.51415,good
1357,-2.45604,-1.16945,-0.915139,0.0319396,1.15572,2.33983,0.596716,bad
1358,-0.952033,2.8657,-3.58274,0.242541,1.83841,-0.470127,-3.48824,good
1359,-2.28005,-0.289803,0.199214,1.50962,0.317118,1.20685,1.06399,good
